X,Y,nesting,num_operands,extra
(-7*a*b*y-25*a*b*y),-32*a*b*y,1,2,no
(-13*a*x*y-77*a*x*y),-90*a*x*y,1,2,no
(-93*a*b*y+62*a*b*y),-31*a*b*y,1,2,no
(-26*x+48*x),+22*x,1,2,no
(+71*x*y-24*x*y),+47*x*y,1,2,no
(+13*b*y+50*b*y),+63*b*y,1,2,no
(+22*b*y++26*b*y),+48*b*y,1,2,no
(-29*b*x+0*x*b),-29*b*x,1,2,no
(-20*y-93*y),-13*y,1,2,no
(-81*a*b*x-5*a*b*x),-86*a*b*x,1,2,no
(-53*x*y-24*x*y),-77*x*y,1,2,no
(-69*x+-41*x),-10*x,1,2,no
79*b*y,$,1,1,no
(+66*a*y+74*a*y),+40*a*y,1,2,no
(+48*x*y++11*x*y),+59*x*y,1,2,no
(-19*x*y-11*x*y),-30*x*y,1,2,no
(+7*y-80*y),-73*y,1,2,no
(+22*x*y++70*x*y),+92*x*y,1,2,no
(-13*a*b*x-21*a*b*x),-34*a*b*x,1,2,no
86*b*x,$,1,1,no
(+15*a*b*x*y+16*a*b*x*y),+31*a*b*x*y,1,2,no
(-11*a*x*y-25*a*x*y),-36*a*x*y,1,2,no
(+79*x*y+-10*x*y),+69*x*y,1,2,no
(-86*x*y-58*x*y),-44*x*y,1,2,no
+14*b*y,$,1,1,no
(-51*a*x*y-44*a*x*y),-95*a*x*y,1,2,no
(+24*a*b*x*y-54*a*b*x*y),-30*a*b*x*y,1,2,no
(-15*x*y+63*x*y),+48*x*y,1,2,no
(+49*y+36*y),+85*y,1,2,no
-33*a*b*y,$,1,1,no
(-47*x*y+46*x*y),-x*y,1,2,no
(+67*x*y-93*x*y),-26*x*y,1,2,no
(-18*a*b*y+9*a*b*y),-9*a*b*y,1,2,no
(+20*b*x+24*b*x),+44*b*x,1,2,no
(-6*x+73*x),+67*x,1,2,no
(-30*a*b*x-35*a*b*x),-65*a*b*x,1,2,no
(+24*x*y+-26*x*y),-2*x*y,1,2,no
+45*x,$,1,1,no
(-31*x*y++76*x*y),+45*x*y,1,2,no
(-87*a*b*y++13*a*b*y),-74*a*b*y,1,2,no
-90*a*b*x*y,$,1,1,no
65*a*x,$,1,1,no
(-10*a*y+a*y),-9*a*y,1,2,no
+59*a*y,$,1,1,no
(-50*x*y+42*x*y),-8*x*y,1,2,no
(+30*b*x+8*b*x),+38*b*x,1,2,no
(+91*x+17*x),+8*x,1,2,no
(+68*y+-22*y),+46*y,1,2,no
(-65*x*y+37*x*y),-28*x*y,1,2,no
+-71*b*x,$,1,1,no
(-20*b*x*y-79*b*x*y),-99*b*x*y,1,2,no
-93*x*y,$,1,1,no
(+28*x*y-86*x*y),-58*x*y,1,2,no
(+26*a*b*y+68*a*b*y),+94*a*b*y,1,2,no
(+64*y+-7*y),+57*y,1,2,no
(+70*a*x-40*a*x),+30*a*x,1,2,no
(-39*y-15*y),-54*y,1,2,no
(+8*y+17*y),+25*y,1,2,no
(-28*b*y++38*b*y),+10*b*y,1,2,no
(-51*a*b*x-40*a*b*x),-91*a*b*x,1,2,no
(-6*x+89*x),+83*x,1,2,no
(-a*b*x*y+98*a*b*x*y),+97*a*b*x*y,1,2,no
(+39*x-40*x),-x,1,2,no
(-91*x+71*x),-20*x,1,2,no
(-18*a*b*x*y+-60*a*b*x*y),-78*a*b*x*y,1,2,no
(+95*y-56*y),+39*y,1,2,no
(-85*y-7*y),-92*y,1,2,no
(-33*x*y-9*x*y),-42*x*y,1,2,no
(+20*x*y-22*x*y),-2*x*y,1,2,no
(+25*a*b*x-63*a*b*x),-38*a*b*x,1,2,no
(-5*a*b*y-16*a*b*y),-21*a*b*y,1,2,no
(+60*x-24*x),+36*x,1,2,no
(-62*b*x*y-6*b*x*y),-68*b*x*y,1,2,no
(-32*a*x*y-5*a*x*y),-37*a*x*y,1,2,no
(+8*x++26*x),+34*x,1,2,no
(+60*a*b*x*y-9*a*b*x*y),+51*a*b*x*y,1,2,no
(+47*x*y-82*x*y),-35*x*y,1,2,no
(+88*b*y+25*b*y),+13*b*y,1,2,no
(+39*a*x-48*a*x),-9*a*x,1,2,no
(+73*a*b*x++68*a*b*x),+41*a*b*x,1,2,no
(-60*x+75*x),+15*x,1,2,no
(-3*x*y+-36*x*y),-39*x*y,1,2,no
(+77*a*b*y+61*a*b*y),+38*a*b*y,1,2,no
(+5*b*y+68*b*y),+73*b*y,1,2,no
(-87*a*x+a*x),-86*a*x,1,2,no
(+8*y++20*y),+28*y,1,2,no
-26*a*b*x,$,1,1,no
(-11*y-44*y),-55*y,1,2,no
(+84*x-68*x),+16*x,1,2,no
(+41*y+2*y),+43*y,1,2,no
(-10*x*y+26*x*y),+16*x*y,1,2,no
(-80*x*y+14*x*y),-66*x*y,1,2,no
(-28*b*y+61*b*y),+33*b*y,1,2,no
(+44*a*y+31*a*y),+75*a*y,1,2,no
(-44*x*y++85*x*y),+41*x*y,1,2,no
(-66*x*y-61*x*y),-27*x*y,1,2,no
(+19*x*y++81*x*y),+0*x*y,1,2,no
(+37*a*x*y+55*a*x*y),+92*a*x*y,1,2,no
(-32*x*y-41*x*y),-73*x*y,1,2,no
(-7*a*b*x*y-46*a*b*x*y),-53*a*b*x*y,1,2,no
-15*y,$,1,1,no
(-37*a*b*x-89*a*b*x),-26*a*b*x,1,2,no
(+51*b*y-47*b*y),+4*b*y,1,2,no
(+45*b*x+30*b*x),+75*b*x,1,2,no
(+47*a*b*x+26*a*b*x),+73*a*b*x,1,2,no
(-83*a*y-81*a*y),-64*a*y,1,2,no
(-9*b*x*y-85*b*x*y),-94*b*x*y,1,2,no
+-58*a*b*y,$,1,1,no
(+8*a*b*y+-10*a*b*y),-2*a*b*y,1,2,no
(+13*a*b*x*y+23*a*b*x*y),+36*a*b*x*y,1,2,no
(-77*y-63*y),-40*y,1,2,no
89*a*x*y,$,1,1,no
(+4*x-30*x),-26*x,1,2,no
(-82*x+38*x),-44*x,1,2,no
(+43*x*y+-70*x*y),-27*x*y,1,2,no
-13*x,$,1,1,no
+80*a*b*x*y,$,1,1,no
12*a*b*x*y,$,1,1,no
(-10*x-58*x),-68*x,1,2,no
(+8*a*x*y+47*a*x*y),+55*a*x*y,1,2,no
+-70*a*b*y,$,1,1,no
59*a*x,$,1,1,no
(+24*x*y-79*x*y),-55*x*y,1,2,no
(-83*y+86*y),+3*y,1,2,no
(-57*a*b*x*y-46*a*b*x*y),-3*a*b*x*y,1,2,no
(+6*a*b*x*y+15*a*b*x*y),+21*a*b*x*y,1,2,no
(-79*b*x*y-7*b*x*y),-86*b*x*y,1,2,no
+-54*a*b*x*y,$,1,1,no
(+38*y+37*y),+75*y,1,2,no
-43*a*x,$,1,1,no
(-29*a*b*x+-59*a*b*x),-88*a*b*x,1,2,no
-62*b*x,$,1,1,no
(+63*a*x*y-11*a*x*y),+52*a*x*y,1,2,no
(-21*b*x-58*b*x),-79*b*x,1,2,no
(+14*a*b*y-48*a*b*y),-34*a*b*y,1,2,no
(-91*b*y+-89*b*y),-80*b*y,1,2,no
+-75*a*x*y,$,1,1,no
(+19*x+51*x),+70*x,1,2,no
(+8*b*x-22*b*x),-14*b*x,1,2,no
(+98*y+-7*y),+91*y,1,2,no
+28*y,$,1,1,no
(+17*x*y-x*y),+16*x*y,1,2,no
(+76*b*x*y-71*b*x*y),+5*b*x*y,1,2,no
(-82*x*y++25*x*y),-57*x*y,1,2,no
(+65*x*y-86*x*y),-21*x*y,1,2,no
(-69*x+34*x),-35*x,1,2,no
(+65*a*b*x*y+94*a*b*x*y),+59*a*b*x*y,1,2,no
(-76*x*y-4*x*y),-80*x*y,1,2,no
(-57*x-52*x),-9*x,1,2,no
(-65*a*x*y-79*a*x*y),-44*a*x*y,1,2,no
(+33*a*b*y++5*a*b*y),+38*a*b*y,1,2,no
(-82*a*x*y+30*a*x*y),-52*a*x*y,1,2,no
(-24*a*b*y+69*a*b*y),+45*a*b*y,1,2,no
(-14*x*y+28*x*y),+14*x*y,1,2,no
(-46*a*b*x++32*a*b*x),-14*a*b*x,1,2,no
(-61*x-96*x),-57*x,1,2,no
(-90*x*y++46*x*y),-44*x*y,1,2,no
(-3*x+71*x),+68*x,1,2,no
(-12*y+18*y),+6*y,1,2,no
(-2*a*b*x*y+44*a*b*x*y),+42*a*b*x*y,1,2,no
(-70*x-69*x),-39*x,1,2,no
(+63*x*y-41*x*y),+22*x*y,1,2,no
(+55*y+-84*y),-29*y,1,2,no
(+70*x*y+33*x*y),+3*x*y,1,2,no
(+82*x*y-71*x*y),+11*x*y,1,2,no
(-57*x+3*x),-54*x,1,2,no
(-66*y+87*y),+21*y,1,2,no
(-14*y+45*y),+31*y,1,2,no
(-80*a*b*y-34*a*b*y),-14*a*b*y,1,2,no
(-45*x-28*x),-73*x,1,2,no
(-77*a*b*x*y+0*x*y*a*b),-77*a*b*x*y,1,2,no
+-68*b*x*y,$,1,1,no
(+48*y-30*y),+18*y,1,2,no
(+82*x*y+72*x*y),+54*x*y,1,2,no
+37*a*b*y,$,1,1,no
(-2*a*x-2*a*x),-4*a*x,1,2,no
(+51*x*y+63*x*y),+14*x*y,1,2,no
(+86*x++46*x),+32*x,1,2,no
(-12*x*y+-42*x*y),-54*x*y,1,2,no
(+61*x+8*x),+69*x,1,2,no
(-68*x*y+98*x*y),+30*x*y,1,2,no
(+39*a*x*y++56*a*x*y),+95*a*x*y,1,2,no
(+70*x-28*x),+42*x,1,2,no
98*a*y,$,1,1,no
(+19*x*y++2*x*y),+21*x*y,1,2,no
(+22*a*b*x*y++81*a*b*x*y),+3*a*b*x*y,1,2,no
(-74*x*y+96*x*y),+22*x*y,1,2,no
(-97*y+61*y),-36*y,1,2,no
(+80*x-2*x),+78*x,1,2,no
(+27*a*b*x*y+13*a*b*x*y),+40*a*b*x*y,1,2,no
(-8*x*y-13*x*y),-21*x*y,1,2,no
(-16*a*b*x*y+-51*a*b*x*y),-67*a*b*x*y,1,2,no
(-55*b*y-44*b*y),-99*b*y,1,2,no
(+21*b*y+b*y),+22*b*y,1,2,no
-63*a*b*y,$,1,1,no
(+36*a*x*y-4*a*x*y),+32*a*x*y,1,2,no
(-14*x*y-39*x*y),-53*x*y,1,2,no
(+97*a*x*y+43*a*x*y),+40*a*x*y,1,2,no
+49*a*y,$,1,1,no
(-38*b*x+-55*b*x),-93*b*x,1,2,no
(+60*y+23*y),+83*y,1,2,no
(-59*a*x*y+-2*a*x*y),-61*a*x*y,1,2,no
(+72*a*b*y++9*a*b*y),+81*a*b*y,1,2,no
(+54*x-38*x),+16*x,1,2,no
80*a*x,$,1,1,no
+75*x,$,1,1,no
(-32*x*y++53*x*y),+21*x*y,1,2,no
(-16*a*x*y-46*a*x*y),-62*a*x*y,1,2,no
32*a*y,$,1,1,no
(+36*a*b*x+79*a*b*x),+15*a*b*x,1,2,no
(+3*a*b*y-3*a*b*y),+0*y*a*b,1,2,no
(-29*a*b*y-32*a*b*y),-61*a*b*y,1,2,no
(-35*x*y+-54*x*y),-89*x*y,1,2,no
(-93*x*y-73*x*y),-66*x*y,1,2,no
(+27*a*b*x*y+33*a*b*x*y),+60*a*b*x*y,1,2,no
(-32*x*y+70*x*y),+38*x*y,1,2,no
(+94*x*y+66*x*y),+60*x*y,1,2,no
(+6*b*x*y+55*b*x*y),+61*b*x*y,1,2,no
(+12*a*x+-26*a*x),-14*a*x,1,2,no
+-70*a*b*x*y,$,1,1,no
(-38*y++78*y),+40*y,1,2,no
(+38*y+64*y),+2*y,1,2,no
(+56*x++12*x),+68*x,1,2,no
(-9*a*x*y++33*a*x*y),+24*a*x*y,1,2,no
(-29*a*b*y+-23*a*b*y),-52*a*b*y,1,2,no
(+44*a*b*x+54*a*b*x),+98*a*b*x,1,2,no
(+61*y+59*y),+20*y,1,2,no
(-47*b*x*y+37*b*x*y),-10*b*x*y,1,2,no
-21*x,$,1,1,no
(+62*a*b*x++53*a*b*x),+15*a*b*x,1,2,no
(+85*x*y-88*x*y),-3*x*y,1,2,no
(+63*x*y-71*x*y),-8*x*y,1,2,no
(-82*x*y+29*x*y),-53*x*y,1,2,no
-90*a*y,$,1,1,no
(+57*a*b*y+39*a*b*y),+96*a*b*y,1,2,no
(-3*x*y-77*x*y),-80*x*y,1,2,no
(-33*a*x-35*a*x),-68*a*x,1,2,no
(+63*x-6*x),+57*x,1,2,no
(+66*x*y+63*x*y),+29*x*y,1,2,no
(+0*y-98*y),-98*y,1,2,no
(-38*a*x-9*a*x),-47*a*x,1,2,no
(+26*a*b*x*y+7*a*b*x*y),+33*a*b*x*y,1,2,no
(-38*a*b*x*y+7*a*b*x*y),-31*a*b*x*y,1,2,no
(-68*a*y-40*a*y),-8*a*y,1,2,no
(+61*b*y+25*b*y),+86*b*y,1,2,no
(-62*a*x-17*a*x),-79*a*x,1,2,no
(-51*x*y-4*x*y),-55*x*y,1,2,no
(+23*b*x+32*b*x),+55*b*x,1,2,no
+53*a*b*y,$,1,1,no
-81*a*x*y,$,1,1,no
(-71*x*y+-2*x*y),-73*x*y,1,2,no
(-51*x*y+19*x*y),-32*x*y,1,2,no
(-42*a*x+18*a*x),-24*a*x,1,2,no
(-16*b*x-59*b*x),-75*b*x,1,2,no
(-19*a*b*x*y-41*a*b*x*y),-60*a*b*x*y,1,2,no
(-45*x*y++88*x*y),+43*x*y,1,2,no
(-16*a*b*x*y-71*a*b*x*y),-87*a*b*x*y,1,2,no
(-73*a*b*x*y+8*a*b*x*y),-65*a*b*x*y,1,2,no
(-50*x+27*x),-23*x,1,2,no
(-67*a*x-34*a*x),-a*x,1,2,no
(-63*y-72*y),-35*y,1,2,no
(+78*a*b*x+96*a*b*x),+74*a*b*x,1,2,no
(+59*a*y+64*a*y),+23*a*y,1,2,no
+86*y,$,1,1,no
(+59*b*x*y+28*b*x*y),+87*b*x*y,1,2,no
(+72*x+17*x),+89*x,1,2,no
(-59*x++89*x),+30*x,1,2,no
(+47*a*b*x*y-79*a*b*x*y),-32*a*b*x*y,1,2,no
(+34*a*x+39*a*x),+73*a*x,1,2,no
(+55*a*y+25*a*y),+80*a*y,1,2,no
(-80*x*y++61*x*y),-19*x*y,1,2,no
(+18*x*y-49*x*y),-31*x*y,1,2,no
(+61*x*y+95*x*y),+56*x*y,1,2,no
(+3*x+64*x),+67*x,1,2,no
-85*b*x*y,$,1,1,no
(-26*x*y+-14*x*y),-40*x*y,1,2,no
(-18*x*y+-68*x*y),-86*x*y,1,2,no
(-18*a*b*x*y+-65*a*b*x*y),-83*a*b*x*y,1,2,no
(-29*y+84*y),+55*y,1,2,no
(+69*x*y-39*x*y),+30*x*y,1,2,no
+84*a*b*y,$,1,1,no
(+45*a*b*x*y-50*a*b*x*y),-5*a*b*x*y,1,2,no
(-52*a*b*x*y-56*a*b*x*y),-8*a*b*x*y,1,2,no
(+27*a*b*y+65*a*b*y),+92*a*b*y,1,2,no
(+96*x*y-39*x*y),+57*x*y,1,2,no
-17*a*b*x,$,1,1,no
(-32*a*b*x*y-46*a*b*x*y),-78*a*b*x*y,1,2,no
(-77*x*y++44*x*y),-33*x*y,1,2,no
(+76*x*y+41*x*y),+17*x*y,1,2,no
(-65*x*y++42*x*y),-23*x*y,1,2,no
(+96*x*y+35*x*y),+31*x*y,1,2,no
(-49*y+5*y),-44*y,1,2,no
(+44*x*y-73*x*y),-29*x*y,1,2,no
(+68*y+47*y),+15*y,1,2,no
(+72*b*x*y+37*b*x*y),+9*b*x*y,1,2,no
(+47*a*b*x*y+45*a*b*x*y),+92*a*b*x*y,1,2,no
(+18*a*b*x-32*a*b*x),-14*a*b*x,1,2,no
(-95*x*y-69*x*y),-64*x*y,1,2,no
(-65*a*b*y+60*a*b*y),-5*a*b*y,1,2,no
(+76*y+-y),+75*y,1,2,no
(+69*x*y-18*x*y),+51*x*y,1,2,no
(+84*a*b*x*y+52*a*b*x*y),+36*a*b*x*y,1,2,no
(+30*a*b*x+55*a*b*x),+85*a*b*x,1,2,no
(+66*a*b*x*y+35*a*b*x*y),+a*b*x*y,1,2,no
(-91*a*b*y-38*a*b*y),-29*a*b*y,1,2,no
(+8*x*y-42*x*y),-34*x*y,1,2,no
-89*b*x,$,1,1,no
(-80*a*b*x+30*a*b*x),-50*a*b*x,1,2,no
(+84*x-86*x),-2*x,1,2,no
(+54*x*y+81*x*y),+35*x*y,1,2,no
(+88*x*y-92*x*y),-4*x*y,1,2,no
-23*y,$,1,1,no
(+31*x*y+83*x*y),+14*x*y,1,2,no
(-53*a*b*x-45*a*b*x),-98*a*b*x,1,2,no
(+22*b*x*y-30*b*x*y),-8*b*x*y,1,2,no
(-64*x*y-9*x*y),-73*x*y,1,2,no
(-29*a*b*x*y+66*a*b*x*y),+37*a*b*x*y,1,2,no
(+12*y++49*y),+61*y,1,2,no
(-77*y+0*y),-77*y,1,2,no
(+76*x+2*x),+78*x,1,2,no
(-59*a*b*x*y+-37*a*b*x*y),-96*a*b*x*y,1,2,no
(-12*a*b*x-10*a*b*x),-22*a*b*x,1,2,no
(+93*a*y++4*a*y),+97*a*y,1,2,no
(+20*b*x*y-17*b*x*y),+3*b*x*y,1,2,no
(-87*a*b*x+-37*a*b*x),-24*a*b*x,1,2,no
(-44*a*b*x*y+53*a*b*x*y),+9*a*b*x*y,1,2,no
(+24*a*x*y+-24*a*x*y),+0*x*y*a,1,2,no
84*b*y,$,1,1,no
(+50*a*b*y++49*a*b*y),+99*a*b*y,1,2,no
(-41*b*x-65*b*x),-6*b*x,1,2,no
-32*b*y,$,1,1,no
(+36*a*b*y++84*a*b*y),+20*a*b*y,1,2,no
(-23*a*b*x*y+-81*a*b*x*y),-4*a*b*x*y,1,2,no
(+12*x*y-97*x*y),-85*x*y,1,2,no
(-52*y-62*y),-14*y,1,2,no
-31*a*x,$,1,1,no
(-22*y+-24*y),-46*y,1,2,no
(+61*y++53*y),+14*y,1,2,no
(-58*x*y-49*x*y),-7*x*y,1,2,no
(-62*a*b*x-22*a*b*x),-84*a*b*x,1,2,no
62*a*b*x*y,$,1,1,no
(+52*a*b*x+66*a*b*x),+18*a*b*x,1,2,no
(+75*a*b*x*y+37*a*b*x*y),+12*a*b*x*y,1,2,no
(-26*x+14*x),-12*x,1,2,no
(-13*x++7*x),-6*x,1,2,no
(-44*y+-89*y),-33*y,1,2,no
(-49*y+61*y),+12*y,1,2,no
(-72*x*y+52*x*y),-20*x*y,1,2,no
(+58*x+-5*x),+53*x,1,2,no
(+23*x*y-38*x*y),-15*x*y,1,2,no
(+19*a*b*x+10*a*b*x),+29*a*b*x,1,2,no
(-94*x*y-96*x*y),-90*x*y,1,2,no
-87*a*x*y,$,1,1,no
(+9*b*x++41*b*x),+50*b*x,1,2,no
(-x*y-14*x*y),-15*x*y,1,2,no
80*a*b*x*y,$,1,1,no
(-26*y+-7*y),-33*y,1,2,no
(-93*x*y-63*x*y),-56*x*y,1,2,no
(+66*y+-87*y),-21*y,1,2,no
(-17*a*x*y+2*a*x*y),-15*a*x*y,1,2,no
(-5*a*b*x*y+53*a*b*x*y),+48*a*b*x*y,1,2,no
(-48*x*y+80*x*y),+32*x*y,1,2,no
(+28*x*y+93*x*y),+21*x*y,1,2,no
-73*a*x*y,$,1,1,no
(-31*x-72*x),-3*x,1,2,no
(-a*x*y++2*a*x*y),+a*x*y,1,2,no
(-75*b*x-4*b*x),-79*b*x,1,2,no
+63*a*x,$,1,1,no
(-10*b*x-21*b*x),-31*b*x,1,2,no
(-42*b*x*y-35*b*x*y),-77*b*x*y,1,2,no
(+36*a*b*x++16*a*b*x),+52*a*b*x,1,2,no
(-58*a*y+-55*a*y),-13*a*y,1,2,no
(+27*b*y++43*b*y),+70*b*y,1,2,no
(+30*y+33*y),+63*y,1,2,no
-66*a*b*x,$,1,1,no
(+89*a*b*y+79*a*b*y),+68*a*b*y,1,2,no
+-44*a*b*x,$,1,1,no
(-41*y+70*y),+29*y,1,2,no
(-78*x*y-92*x*y),-70*x*y,1,2,no
(+49*y-26*y),+23*y,1,2,no
(-87*a*b*y-50*a*b*y),-37*a*b*y,1,2,no
(+50*y+45*y),+95*y,1,2,no
(+44*a*x*y+61*a*x*y),+5*a*x*y,1,2,no
(-38*a*y+63*a*y),+25*a*y,1,2,no
(-30*x*y-14*x*y),-44*x*y,1,2,no
(-78*x+-32*x),-10*x,1,2,no
(+81*x*y+84*x*y),+65*x*y,1,2,no
+36*b*x*y,$,1,1,no
(+47*b*y+0*y*b),+47*b*y,1,2,no
(-41*y+32*y),-9*y,1,2,no
(+95*y-72*y),+23*y,1,2,no
-30*a*b*y,$,1,1,no
+-11*a*x,$,1,1,no
(+61*b*x*y+32*b*x*y),+93*b*x*y,1,2,no
-13*a*b*x,$,1,1,no
(+28*y-86*y),-58*y,1,2,no
(+16*a*b*y+47*a*b*y),+63*a*b*y,1,2,no
(+87*x*y++5*x*y),+92*x*y,1,2,no
-43*y,$,1,1,no
(-89*a*b*x-43*a*b*x),-32*a*b*x,1,2,no
(-43*x-81*x),-24*x,1,2,no
(-78*a*b*x*y+-64*a*b*x*y),-42*a*b*x*y,1,2,no
-21*a*b*x,$,1,1,no
(+17*x*y+57*x*y),+74*x*y,1,2,no
+17*a*x*y,$,1,1,no
(-17*a*x*y-23*a*x*y),-40*a*x*y,1,2,no
(+38*a*b*x*y+32*a*b*x*y),+70*a*b*x*y,1,2,no
(+69*a*b*y+45*a*b*y),+14*a*b*y,1,2,no
(+47*a*x*y++76*a*x*y),+23*a*x*y,1,2,no
(-33*a*x*y+0*x*y*a),-33*a*x*y,1,2,no
+-45*a*b*x*y,$,1,1,no
(+25*x*y+35*x*y),+60*x*y,1,2,no
-89*a*b*x,$,1,1,no
(-86*b*y+76*b*y),-10*b*y,1,2,no
+-97*b*x,$,1,1,no
(-32*a*y+11*a*y),-21*a*y,1,2,no
+-44*a*x,$,1,1,no
(+83*x+93*x),+76*x,1,2,no
(-26*x+91*x),+65*x,1,2,no
(+54*x*y-13*x*y),+41*x*y,1,2,no
+y,$,1,1,no
(-72*a*b*x+86*a*b*x),+14*a*b*x,1,2,no
(-25*y-43*y),-68*y,1,2,no
(+68*x*y-9*x*y),+59*x*y,1,2,no
(-49*x*y++45*x*y),-4*x*y,1,2,no
(+69*x*y-56*x*y),+13*x*y,1,2,no
(+76*b*x*y+-2*b*x*y),+74*b*x*y,1,2,no
(-74*a*b*x+-75*a*b*x),-49*a*b*x,1,2,no
(+83*a*x+66*a*x),+49*a*x,1,2,no
(+86*y+38*y),+24*y,1,2,no
(-18*a*b*x*y-23*a*b*x*y),-41*a*b*x*y,1,2,no
(-16*x*y+62*x*y),+46*x*y,1,2,no
(+39*b*x*y+44*b*x*y),+83*b*x*y,1,2,no
(-50*b*x-32*b*x),-82*b*x,1,2,no
(-44*a*b*x*y-20*a*b*x*y),-64*a*b*x*y,1,2,no
(+0*y+74*y),+74*y,1,2,no
(+67*b*x+8*b*x),+75*b*x,1,2,no
(-60*a*b*x+-59*a*b*x),-19*a*b*x,1,2,no
(-85*a*y-22*a*y),-7*a*y,1,2,no
(+5*a*x+-82*a*x),-77*a*x,1,2,no
(+28*a*y-22*a*y),+6*a*y,1,2,no
(-13*y+-76*y),-89*y,1,2,no
(-40*x-10*x),-50*x,1,2,no
(-90*a*b*x*y++12*a*b*x*y),-78*a*b*x*y,1,2,no
(+0*x-53*x),-53*x,1,2,no
(+78*a*b*x-2*a*b*x),+76*a*b*x,1,2,no
(+73*a*b*x*y++5*a*b*x*y),+78*a*b*x*y,1,2,no
+74*y,$,1,1,no
(-23*y+2*y),-21*y,1,2,no
(-83*a*b*x-47*a*b*x),-30*a*b*x,1,2,no
(-9*a*b*x*y+98*a*b*x*y),+89*a*b*x*y,1,2,no
(+54*a*b*x*y+64*a*b*x*y),+18*a*b*x*y,1,2,no
(+18*x+57*x),+75*x,1,2,no
(+90*x*y-70*x*y),+20*x*y,1,2,no
(-74*a*b*y+-32*a*b*y),-6*a*b*y,1,2,no
(+86*x+-43*x),+43*x,1,2,no
(+55*x*y-58*x*y),-3*x*y,1,2,no
(-46*a*b*x*y-92*a*b*x*y),-38*a*b*x*y,1,2,no
(+27*x*y++96*x*y),+23*x*y,1,2,no
+-73*a*b*x,$,1,1,no
(-a*b*x*y-3*a*b*x*y),-4*a*b*x*y,1,2,no
(+50*a*b*x*y+90*a*b*x*y),+40*a*b*x*y,1,2,no
(-43*x*y+54*x*y),+11*x*y,1,2,no
31*a*y,$,1,1,no
(-51*x*y-36*x*y),-87*x*y,1,2,no
(-a*b*y-22*a*b*y),-23*a*b*y,1,2,no
-35*x,$,1,1,no
-50*b*y,$,1,1,no
(-36*y-7*y),-43*y,1,2,no
95*a*x,$,1,1,no
(+8*x++93*x),+x,1,2,no
(+83*a*b*x+87*a*b*x),+70*a*b*x,1,2,no
(+13*y-83*y),-70*y,1,2,no
(-34*a*b*x*y-99*a*b*x*y),-33*a*b*x*y,1,2,no
(-11*a*x+89*a*x),+78*a*x,1,2,no
(+42*a*x++12*a*x),+54*a*x,1,2,no
+-93*b*y,$,1,1,no
(+72*x*y+15*x*y),+87*x*y,1,2,no
(+55*x++62*x),+17*x,1,2,no
(+23*a*x*y+12*a*x*y),+35*a*x*y,1,2,no
(+74*a*y+39*a*y),+13*a*y,1,2,no
(+39*x*y+55*x*y),+94*x*y,1,2,no
(-83*a*y-19*a*y),-2*a*y,1,2,no
(+93*b*x-64*b*x),+29*b*x,1,2,no
94*a*x,$,1,1,no
(-32*b*x*y+-3*b*x*y),-35*b*x*y,1,2,no
+28*b*y,$,1,1,no
(+72*x*y+79*x*y),+51*x*y,1,2,no
(-22*y+70*y),+48*y,1,2,no
(+72*y-92*y),-20*y,1,2,no
93*b*y,$,1,1,no
(+93*x+27*x),+20*x,1,2,no
(-68*a*x*y-55*a*x*y),-23*a*x*y,1,2,no
(+97*x*y+38*x*y),+35*x*y,1,2,no
(+4*x*y-21*x*y),-17*x*y,1,2,no
(-25*x*y+38*x*y),+13*x*y,1,2,no
(+27*a*b*x*y-44*a*b*x*y),-17*a*b*x*y,1,2,no
+33*b*x,$,1,1,no
(-62*b*x-6*b*x),-68*b*x,1,2,no
(+91*x*y+-48*x*y),+43*x*y,1,2,no
(+35*x-71*x),-36*x,1,2,no
(-12*a*b*x-53*a*b*x),-65*a*b*x,1,2,no
(+64*a*b*x+84*a*b*x),+48*a*b*x,1,2,no
(-80*a*x+0*x*a),-80*a*x,1,2,no
(+59*a*b*x*y-31*a*b*x*y),+28*a*b*x*y,1,2,no
(+89*b*x*y++39*b*x*y),+28*b*x*y,1,2,no
(-14*b*x*y+48*b*x*y),+34*b*x*y,1,2,no
(+34*x+-63*x),-29*x,1,2,no
(+19*x+-37*x),-18*x,1,2,no
(-88*y-54*y),-42*y,1,2,no
(+5*a*b*x-34*a*b*x),-29*a*b*x,1,2,no
-24*b*x,$,1,1,no
(+93*a*b*x*y+68*a*b*x*y),+61*a*b*x*y,1,2,no
(-93*a*b*x*y+63*a*b*x*y),-30*a*b*x*y,1,2,no
77*a*x,$,1,1,no
(+41*a*x*y-70*a*x*y),-29*a*x*y,1,2,no
(+35*y+45*y),+80*y,1,2,no
(-74*y++21*y),-53*y,1,2,no
(-21*a*b*x*y+-41*a*b*x*y),-62*a*b*x*y,1,2,no
(-36*b*y-37*b*y),-73*b*y,1,2,no
(-10*x*y-63*x*y),-73*x*y,1,2,no
+88*b*x*y,$,1,1,no
(+85*x*y-31*x*y),+54*x*y,1,2,no
(-a*b*x+a*b*x),+0*x*a*b,1,2,no
22*a*b*x*y,$,1,1,no
(-15*a*b*x++8*a*b*x),-7*a*b*x,1,2,no
(+41*a*x*y-39*a*x*y),+2*a*x*y,1,2,no
(-14*a*b*x*y-15*a*b*x*y),-29*a*b*x*y,1,2,no
